clues,clues_nombre,jurisdiccion,caravana_region,municipio,localidad,tipologia,empresa_clave,tipo_clues,empresa_nombre,director_unidad,administrador,encargado_almacen,coordinador_comision_abasto,lugar_entrega,lista_base_id,created_at,updated_at
CSSSA008013,TIERRA SANTA,4,NULL,VILLA CORZO,TIERRA SANTA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008025,24 DE FEBRERO,4,NULL,VILLA CORZO,VEINTICUATRO DE FEBRERO,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008030,FRANCISCO I. MADERO,4,NULL,VILLA CORZO,FRANCISCO I. MADERO,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008042,COL. LA FRAYLESCA,4,NULL,VILLA CORZO,LA FRAYLESCA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008066,DR. BELISARIO DOMÍNGUEZ,4,NULL,VILLA CORZO,DOCTOR BELISARIO DOMÍNGUEZ (EL CHICHONAL),"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008071,RIBERA BUENAVISTA,4,NULL,VILLA CORZO,RIVERA BUENAVISTA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008083,24 DE DICIEMBRE,4,NULL,VILLA CORZO,VEINTICUATRO DE DICIEMBRE,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008095,AGUA DULCE II,4,NULL,VILLA CORZO,AGUA DULCE DOS,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008100,UNIÓN DEL CARMEN,4,NULL,VILLA CORZO,UNIÓN DEL CARMEN,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008112,OFICINA JURISDICCIONAL (VILLAFLORES),4,NULL,VILLAFLORES,VILLAFLORES,"OFICINAS ADMINISTRATIVAS
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008124,VILLAFLORES,4,NULL,VILLAFLORES,VILLAFLORES,"URBANO DE 06 NÚCLEOS BÁSICOS
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008136,CALZADA LARGA,4,NULL,VILLAFLORES,CALZADA LARGA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008141,CRISTÓBAL OBREGÓN,4,NULL,VILLAFLORES,CRISTÓBAL OBREGÓN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008153,DR. DOMINGO CHANONA,4,NULL,VILLAFLORES,DOCTOR DOMINGO CHANONA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008165,JESÚS MA. GARZA,4,NULL,VILLAFLORES,JESÚS MARÍA GARZA,"RURAL DE 02 NÚCLEOS BÁSICOS
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008170,MIGUEL HIDALGO,4,NULL,VILLAFLORES,MIGUEL HIDALGO (CONCEPCIÓN),"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008182,HORACIO GRAJALES,4,NULL,VILLAFLORES,HORACIO GRAJALES,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008194,RIBERA HORIZONTE,4,NULL,VILLAFLORES,RIBERA HORIZONTE,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008206,ROBLADA GRANDE,4,NULL,VILLAFLORES,ROBLADA GRANDE,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008211,TIERRA Y LIBERTAD,4,NULL,VILLAFLORES,TIERRA Y LIBERTAD,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008223,TRES PICOS,4,NULL,VILLAFLORES,TRES PICOS,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008235,EL SABINO,4,NULL,VILLAFLORES,EL SABINO,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008240,SOMBRA DE LA SELVA,4,NULL,VILLAFLORES,LA SOMBRA DE LA SELVA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008252,EL PORTILLO,4,NULL,VILLAFLORES,EL PORTILLO,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008276,YAJALÓN,6,NULL,YAJALÓN,YAJALÓN,"URBANO DE 05 NÚCLEOS BÁSICOS
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008310,LA LAGUNA,6,NULL,YAJALÓN,LA LAGUNA,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008375,CHIQUINIVALVO,2,NULL,ZINACANTÁN,CHIQUINIVALVO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008380,NACHING,2,NULL,ZINACANTÁN,NACHIG,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008392,NAVENCHAUC,2,NULL,ZINACANTÁN,NAVENCHAUC,"RURAL DE 02 NÚCLEOS BÁSICOS
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008421,CHACTOJ,2,NULL,ZINACANTÁN,CHAJTOJ,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008433,CHILOLJÁ,2,NULL,SAN JUAN CANCUC,CHILOLJÁ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008445,CHACTÉ,2,NULL,SAN JUAN CANCUC,CHACTÉ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008450,ONILTIC,2,NULL,SAN JUAN CANCUC,ONILTIC,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008491,ARROYO DELICIAS,6,NULL,BENEMÉRITO DE LAS AMÉRICAS,ARROYO DELICIAS,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008503,NUEVO VERACRUZ,6,NULL,BENEMÉRITO DE LAS AMÉRICAS,NUEVO VERACRUZ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008515,QUETZALCÓALT,6,NULL,BENEMÉRITO DE LAS AMÉRICAS,QUETZALCÓATL 1RA. SECCIÓN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008520,GUADALUPE MIRAMAR,3,NULL,MARAVILLA TENEJAPA,GUADALUPE MIRAMAR,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008532,SANTA MARGARITA AGUA AZUL,3,NULL,LAS MARGARITAS,SANTA MARGARITA AGUA AZUL,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008556,SAN MATEO ZAPOTAL,3,NULL,LAS MARGARITAS,SAN MATEO ZAPOTAL,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008590,BOCA DE CHAJUL,6,NULL,MARQUÉS DE COMILLAS,BOCA DE CHAJUL,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008614,QUIRINGUICHARO,6,NULL,MARQUÉS DE COMILLAS,QUIRINGUICHARO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008631,LAGUNA DEL COFRE,4,NULL,MONTECRISTO DE GUERRERO,LAGUNA DEL COFRE,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008643,LA LUCHA,4,NULL,MONTECRISTO DE GUERRERO,LA LUCHA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008655,SAN NICOLÁS PLAN DE AYUTLA,4,NULL,MONTECRISTO DE GUERRERO,SAN NICOLÁS PLAN DE AYUTLA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008672,PEDREGAL SAN ÁNGEL,1,NULL,CHIAPA DE CORZO,CHIAPA DE CORZO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008684,CAHUARE,1,NULL,CHIAPA DE CORZO,CHIAPA DE CORZO,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008696,EMILIANO ZAPATA,1,NULL,JIQUIPILAS,JIQUIPILAS,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008701,BASHEQUÉM,2,NULL,CHAMULA,BASHEQUEN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008713,CHAONIL,2,NULL,OXCHUC,CHAONIL,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008725,LELENCHIG,2,NULL,OXCHUC,LELENCHIJ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008754,SANTA RITA,4,NULL,ANGEL ALBINO CORZO,SANTA RITA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008771,MONTEBELLO ALTAMIRA,4,NULL,MONTECRISTO DE GUERRERO,MONTECRISTO DE GUERRERO,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008824,TIEMOPA,6,NULL,SALTO DE AGUA,TIEMOPA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008841,ISRAEL,9,NULL,OCOSINGO,ISRAEL,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008853,SAN JOSÉ LA SOLEDAD,9,NULL,OCOSINGO,SAN JOSÉ LA SOLEDAD,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008870,SAN QUINTÍN,9,NULL,OCOSINGO,SAN QUINTÍN,"CENTRO DE SALUD CON HOSPITALIZACIÓN
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008882,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD CIUDAD SALUD,7,NULL,TAPACHULA,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,"HOSPITAL ESPECIALIZADO
",exfarma,3,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008894,HOSPITAL DE ESPECIALIDADES PEDIÁTRICAS,1,NULL,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"HOSPITAL ESPECIALIZADO
",exfarma,3,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008923,TZUBET,2,NULL,LARRÁINZAR,TZUTZBÉN,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008935,CORAZÓN DE MARÍA,2,NULL,SAN CRISTÓBAL DE LAS CASAS,CORAZÓN DE MARÍA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008952,TZAJALCHÉM,2,NULL,OXCHUC,TZAJALCHÉN,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008964,JARDÍN DEL NUEVO EDÉN,2,NULL,TEOPISCA,JARDÍN DEL NUEVO EDÉN,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008976,GALILEA,2,NULL,TEOPISCA,GALILEA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008981,EMILIANO ZAPATA,4,NULL,VILLA CORZO,EMILIANO ZAPATA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA008993,ESPINAL BUENAVISTA,4,NULL,VILLAFLORES,ESPINAL BUENAVISTA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA009005,EMILIANO ZAPATA,4,NULL,MONTECRISTO DE GUERRERO,EMILIANO ZAPATA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA009010,MONTERREY,4,NULL,LA CONCORDIA,MONTERREY,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA009022,LA PAZ DE SABINES,4,NULL,ANGEL ALBINO CORZO,LA PAZ,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA009034,MELCHOR OCAMPO,4,NULL,VILLAFLORES,LIBERTAD MELCHOR OCAMPO,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA009046,MANUEL ÁVILA CAMACHO,4,NULL,VILLA CORZO,MANUEL ÁVILA CAMACHO,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA009051,TS'AKIBILJOK,2,NULL,TENEJAPA,TZ'AQUIVILJOK,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA009063,CALLEJÓN,2,NULL,CHAMULA,CALLEJÓN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA009075,EL ROSARIO,1,NULL,COPAINALÁ,EL ROSARIO,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA009080,NUEVA PALESTINA,1,NULL,CHIAPA DE CORZO,NUEVA PALESTINA (NANDAYACUTI),"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA009092,FRANCISCO SARABIA,1,NULL,CHIAPA DE CORZO,FRANCISCO SARABIA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA009104,UNIÓN AGRARISTA,1,NULL,JIQUIPILAS,UNIÓN AGRARISTA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA009121,CHIAPILLA,1,NULL,CHIAPILLA,CHIAPILLA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA009133,AQUILES SERDÁN,1,NULL,OCOZOCOAUTLA DE ESPINOSA,APIC PAC,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA009145,IGNACIO ZARAGOZA,1,NULL,OCOZOCOAUTLA DE ESPINOSA,IGNACIO ZARAGOZA (EL MORRO),"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA009150,VICENTE GUERRERO,1,NULL,JIQUIPILAS,VICENTE GUERRERO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA012225,CARAVANA TIPO 0 CONOILJA,2,2,OXCHUC,CONOILJA,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,2016-10-31 17:10:50
CSSSA012230,CARAVANA TIPO 0 SAN JUAN BAUTISTA,3,3,LAS MARGARITAS,SAN JUAN BAUTISTA,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA012242,CARAVANA TIPO 0 PACANAM,2,2,CHALCHIHUITÁN,PACANAM,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA012254,CARAVANA TIPO 0 SAN ANTONIO DE LOS MONTES,3,3,LAS MARGARITAS,SAN ANTONIO LOS MONTES,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA012266,CARAVANA TIPO 0 SANTA ANA LAS FLORES,3,3,LAS MARGARITAS,SANTA ANA LAS FLORES,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA012271,CARAVANA TIPO 0 CALVARIO LAS DELICIAS,6,6,YAJALÓN,CALVARIO LAS DELICIAS,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA012283,CARAVANA TIPO 0 SAN MIGUEL CHIPTIC,9,9,ALTAMIRANO,SAN MIGUEL CHIPTIC,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA012295,CARAVANA TIPO 0  MORELIA (VICTORICO RODULFO GRAJALES),9,9,ALTAMIRANO,MORELIA (VICTÓRICO RODOLFO GRAJALES),"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA012300,CARAVANA TIPO 0 NUEVO SUSHILA,9,9,OCOSINGO,SUSCHILA NUEVO,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
